geo_code,variable,value
V5M,population,23412.0
V5M,average_age,44.1
V5M,median_income,79500.0
V5N,population,35843.0
V5N,average_age,40.9
V5N,median_income,82000.0
V5P,population,31624.0
V5P,average_age,44.2
V5P,median_income,83000.0
V5R,population,48150.0
V5R,average_age,41.7
V5R,median_income,82000.0
V5S,population,32940.0
V5S,average_age,43.0
V5S,median_income,90000.0
V5T,population,26340.0
V5T,average_age,39.2
V5T,median_income,79500.0
V5V,population,24288.0
V5V,average_age,40.2
V5V,median_income,103000.0
V5W,population,20828.0
V5W,average_age,41.8
V5W,median_income,91000.0
V5X,population,31095.0
V5X,average_age,40.8
V5X,median_income,84000.0
V5Y,population,19032.0
V5Y,average_age,40.4
V5Y,median_income,102000.0
V5Z,population,24957.0
V5Z,average_age,43.2
V5Z,median_income,88000.0
V6A,population,21062.0
V6A,average_age,44.3
V6A,median_income,50400.0
V6B,population,32375.0
V6B,average_age,39.4
V6B,median_income,81000.0
V6C,population,2846.0
V6C,average_age,43.1
V6C,median_income,88000.0
V6E,population,27482.0
V6E,average_age,42.0
V6E,median_income,66500.0
V6G,population,28013.0
V6G,average_age,45.0
V6G,median_income,66000.0
V6H,population,17742.0
V6H,average_age,43.4
V6H,median_income,79000.0
V6J,population,23044.0
V6J,average_age,43.2
V6J,median_income,84000.0
V6K,population,27146.0
V6K,average_age,41.9
V6K,median_income,89000.0
V6L,population,10563.0
V6L,average_age,44.5
V6L,median_income,103000.0
V6M,population,16421.0
V6M,average_age,45.4
V6M,median_income,83000.0
V6N,population,14258.0
V6N,average_age,42.8
V6N,median_income,125000.0
V6P,population,33079.0
V6P,average_age,42.9
V6P,median_income,74000.0
V6R,population,19170.0
V6R,average_age,42.5
V6R,median_income,97000.0
V6S,population,15711.0
V6S,average_age,38.1
V6S,median_income,84000.0
V6T,population,12048.0
V6T,average_age,37.6
V6T,median_income,68000.0
V6V,population,11096.0
V6V,average_age,41.7
V6V,median_income,108000.0
V6W,population,2439.0
V6W,average_age,43.3
V6W,median_income,72500.0
V6X,population,41321.0
V6X,average_age,41.4
V6X,median_income,68500.0
V6Y,population,49221.0
V6Y,average_age,44.5
V6Y,median_income,67000.0
V6Z,population,20683.0
V6Z,average_age,42.2
V6Z,median_income,80000.0
V7A,population,26533.0
V7A,average_age,43.2
V7A,median_income,90000.0
V7B,population,820.0
V7B,average_age,41.0
V7B,median_income,114000.0
V7C,population,40708.0
V7C,average_age,43.5
V7C,median_income,80000.0
V7E,population,37803.0
V7E,average_age,44.4
V7E,median_income,100000.0
V7G,population,11851.0
V7G,average_age,43.8
V7G,median_income,131000.0
V7H,population,12430.0
V7H,average_age,43.5
V7H,median_income,127000.0
V7J,population,17865.0
V7J,average_age,41.9
V7J,median_income,106000.0
V7K,population,12586.0
V7K,average_age,40.7
V7K,median_income,143000.0
V7L,population,29248.0
V7L,average_age,42.4
V7L,median_income,89000.0
V7M,population,23086.0
V7M,average_age,43.7
V7M,median_income,80000.0
V7N,population,15150.0
V7N,average_age,43.7
V7N,median_income,121000.0
V7P,population,13710.0
V7P,average_age,42.5
V7P,median_income,82000.0
V7R,population,15585.0
V7R,average_age,42.7
V7R,median_income,144000.0
V7S,population,11141.0
V7S,average_age,44.2
V7S,median_income,109000.0
V7T,population,9891.0
V7T,average_age,50.0
V7T,median_income,85000.0
V7V,population,15241.0
V7V,average_age,49.7
V7V,median_income,92000.0
V7W,population,8698.0
V7W,average_age,46.1
V7W,median_income,154000.0
V7Z,population,203.0
V7Z,average_age,53.4
V7Z,median_income,
V8A,population,19133.0
V8A,average_age,49.0
V8A,median_income,66500.0
V8B,population,17677.0
V8B,average_age,37.9
V8B,median_income,108000.0
V8C,population,8236.0
V8C,average_age,41.7
V8C,median_income,103000.0
V8E,population,13788.0
V8E,average_age,38.1
V8E,median_income,100000.0
V8G,population,19606.0
V8G,average_age,40.1
V8G,median_income,90000.0
V8J,population,12344.0
V8J,average_age,40.4
V8J,median_income,95000.0
V8K,population,11635.0
V8K,average_age,51.2
V8K,median_income,77500.0
V8L,population,25107.0
V8L,average_age,53.2
V8L,median_income,94000.0
V8M,population,16687.0
V8M,average_age,47.8
V8M,median_income,92000.0
V8N,population,26049.0
V8N,average_age,44.1
V8N,median_income,102000.0
V8P,population,18418.0
V8P,average_age,44.9
V8P,median_income,88000.0
V8R,population,24074.0
V8R,average_age,44.2
V8R,median_income,81000.0
V8S,population,17294.0
V8S,average_age,49.0
V8S,median_income,94000.0
V8T,population,21343.0
V8T,average_age,42.1
V8T,median_income,62800.0
V8V,population,28430.0
V8V,average_age,48.7
V8V,median_income,63200.0
V8W,population,6459.0
V8W,average_age,44.8
V8W,median_income,58000.0
V8X,population,24227.0
V8X,average_age,43.4
V8X,median_income,84000.0
V8Y,population,10134.0
V8Y,average_age,49.7
V8Y,median_income,121000.0
V8Z,population,32137.0
V8Z,average_age,43.2
V8Z,median_income,95000.0
V9A,population,39759.0
V9A,average_age,44.8
V9A,median_income,75500.0
V9B,population,53952.0
V9B,average_age,40.9
V9B,median_income,92000.0
V9C,population,27886.0
V9C,average_age,40.6
V9C,median_income,109000.0
V9E,population,5341.0
V9E,average_age,47.2
V9E,median_income,117000.0
V9G,population,15885.0
V9G,average_age,48.5
V9G,median_income,81000.0
V9H,population,10137.0
V9H,average_age,45.5
V9H,median_income,95000.0
V9J,population,9385.0
V9J,average_age,47.3
V9J,median_income,88000.0
V9K,population,16688.0
V9K,average_age,55.7
V9K,median_income,75500.0
V9L,population,36520.0
V9L,average_age,45.5
V9L,median_income,76000.0
V9M,population,18470.0
V9M,average_age,49.3
V9M,median_income,83000.0
V9N,population,32956.0
V9N,average_age,46.7
V9N,median_income,74000.0
V9P,population,27708.0
V9P,average_age,54.6
V9P,median_income,76000.0
V9R,population,31992.0
V9R,average_age,42.6
V9R,median_income,67500.0
V9S,population,17977.0
V9S,average_age,46.0
V9S,median_income,64500.0
V9T,population,36952.0
V9T,average_age,45.5
V9T,median_income,84000.0
V9V,population,11300.0
V9V,average_age,48.3
V9V,median_income,90000.0
V9W,population,30783.0
V9W,average_age,45.9
V9W,median_income,74000.0
V9X,population,11345.0
V9X,average_age,43.1
V9X,median_income,94000.0
V9Y,population,26445.0
V9Y,average_age,46.7
V9Y,median_income,67000.0
V9Z,population,20131.0
V9Z,average_age,44.2
V9Z,median_income,89000.0
X0A,population,19355.0
X0A,average_age,28.7
X0A,median_income,123000.0
X0B,population,6476.0
X0B,average_age,28.7
X0B,median_income,103000.0
X0C,population,11027.0
X0C,average_age,27.2
X0C,median_income,114000.0
X0E,population,19798.0
X0E,average_age,37.0
X0E,median_income,109000.0
X0G,population,468.0
X0G,average_age,37.1
X0G,median_income,67500.0
X1A,population,20804.0
X1A,average_age,35.7
X1A,median_income,147000.0
Y0A,population,1657.0
Y0A,average_age,44.0
Y0A,median_income,73500.0
Y0B,population,7481.0
Y0B,average_age,42.8
Y0B,median_income,77000.0
Y1A,population,31094.0
Y1A,average_age,39.1
Y1A,median_income,110000.0
